Class,cg-na,cg-npm,Pattern Name,count
io.questdb.griffin.engine.functions.metadata.BuildFunctionFactory,3,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastLongToGeoHashFunctionFactory,4,14,Factory Method;Decorator;State,7
io.questdb.griffin.engine.functions.math.BitwiseAndLongFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.AddDoubleFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToTimestampFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.conditional.NullIfLongFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToLong256FunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastFloatToStrFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.regex.NotMatchCharFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.BitwiseNotLongFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.catalogue.CursorDereferenceFunctionFactory,3,10,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.bool.InTimestampTimestampFunctionFactory,2,11,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.CountDistinctIntGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.rnd.RndBinCCCFunctionFactory,12,17,Factory Method;Decorator;(Object)Adapter,6
io.questdb.griffin.engine.functions.groupby.LastUuidGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.RoundDoubleFunctionFactory,6,13,Factory Method;Decorator;State,6
io.questdb.griffin.engine.functions.rnd.RndLongCCFunctionFactory,4,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.math.TanDoubleFunctionFactory,4,8,Factory Method;Decorator;State,4
io.questdb.cairo.sql.Function,0,20961,State;Factory Method;Bridge;(Object)Adapter,411
io.questdb.metrics.MetricsRegistry,0,33,Factory Method;Proxy2;Decorator;(Object)Adapter,5
io.questdb.metrics.NullMetricsRegistry,0,27,Factory Method;Proxy2;Decorator,3
io.questdb.metrics.MetricsRegistryImpl,3,19,Factory Method;Decorator;(Object)Adapter,3
io.questdb.metrics.Counter,0,18,State;Factory Method;(Object)Adapter,6
io.questdb.metrics.CounterWithOneLabel,0,2,Factory Method;State,2
io.questdb.metrics.CounterWithTwoLabels,0,2,Factory Method;State,2
io.questdb.metrics.DoubleGauge,2,2,Factory Method;Singleton,2
io.questdb.metrics.LongGauge,0,35,State;Factory Method;(Object)Adapter,5
io.questdb.cutlass.line.udp.LineUdpParserSupport,2,0,State;Singleton,2
io.questdb.cutlass.text.AbstractTextLexer,79,35,Template Method;Bridge;Singleton,4
io.questdb.mp.OpenBarrier,2,16,Decorator;Singleton,2
io.questdb.cairo.sql.SqlExecutionCircuitBreaker,68,374,State;(Object)Adapter;Bridge;Singleton,34
io.questdb.cairo.SymbolValueCountCollector,3,3,State;(Object)Adapter;Singleton,3
io.questdb.cairo.IndexFrame,6,4,(Object)Adapter;Singleton,2
io.questdb.log.LogFactory,31,24,Decorator;Singleton,2
io.questdb.griffin.QueryFutureUpdateListener,2,6,State;Singleton,2
io.questdb.griffin.engine.functions.constants.SymbolTypeConstant,2,12,Decorator;Singleton,2
io.questdb.griffin.SqlOptimiser,13,0,(Object)Adapter;Singleton,5
io.questdb.std.LongLongHashSet,20,14,Strategy;(Object)Adapter,2
io.questdb.std.Long256Impl,18,39,Proxy;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.AvgDoubleGroupByFunction,6,23,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.CountDistinctIntGroupByFunction,16,46,State;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.CountDistinctLong256GroupByFunction,16,46,State;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.CountDistinctLongGroupByFunction,16,46,State;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.CountDistinctStringGroupByFunction,16,46,State;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.CountDistinctSymbolGroupByFunction,16,46,State;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.CountDistinctUuidGroupByFunction,16,38,State;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.FirstByteGroupByFunction,6,22,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstCharGroupByFunction,6,22,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstDateGroupByFunction,6,19,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstDoubleGroupByFunction,6,22,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstFloatGroupByFunction,6,22,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionByte,6,31,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionInt,6,31,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionLong,6,31,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionShort,6,31,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstIntGroupByFunction,6,25,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstLongGroupByFunction,6,22,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstShortGroupByFunction,6,22,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstTimestampGroupByFunction,6,19,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstUuidGroupByFunction,6,22,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.HaversineDistDegreeGroupByFunction,15,35,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.IsLongOrderedGroupByFunction,9,17,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.KSumDoubleGroupByFunction,6,23,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxCharGroupByFunction,6,17,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxDateGroupByFunction,6,17,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxDoubleGroupByFunction,6,20,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxFloatGroupByFunction,6,20,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxIntGroupByFunction,6,23,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxLongGroupByFunction,6,20,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxStrGroupByFunction,16,47,State;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.MaxTimestampGroupByFunction,6,17,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinCharGroupByFunction,6,17,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinDateGroupByFunction,6,17,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinDoubleGroupByFunction,6,20,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinFloatGroupByFunction,6,20,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinIntGroupByFunction,6,23,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinLongGroupByFunction,6,20,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinStrGroupByFunction,16,47,State;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.MinTimestampGroupByFunction,6,17,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.NSumDoubleGroupByFunction,6,23,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.StdDevSampleDoubleGroupByFunction,6,23,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.SumDoubleGroupByFunction,6,23,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.SumFloatGroupByFunction,6,23,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.SumIntGroupByFunction,6,23,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.SumLong256GroupByFunction,6,26,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.SumLongGroupByFunction,6,23,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.test.TestSumDoubleGroupByFunction,6,20,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.test.TestSumStringGroupByFunction,9,26,State;Decorator;(Object)Adapter,3
io.questdb.griffin.engine.functions.test.TestSumTDoubleGroupByFunction,9,23,State;Decorator;(Object)Adapter,3
io.questdb.std.ObjList,117,1209,Proxy;(Object)Adapter,39
io.questdb.mp.RingQueue,10,6,(Object)Adapter,2
io.questdb.cutlass.text.CopyRequestJob,162,9,State;Template Method;(Object)Adapter,9
io.questdb.network.AbstractIODispatcher,440,69,Template Method;Bridge;(Object)Adapter,10
io.questdb.griffin.engine.groupby.vect.SumLong256VectorAggregateFunction,45,56,State;(Object)Adapter,5
io.questdb.griffin.engine.groupby.vect.DistinctFunc,0,42,State;(Object)Adapter,42
io.questdb.griffin.engine.groupby.vect.KeyValueFunc,0,42,State;(Object)Adapter,42
io.questdb.griffin.engine.groupby.vect.AvgDoubleVectorAggregateFunction,32,44,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.AvgIntVectorAggregateFunction,32,44,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.AvgLongVectorAggregateFunction,32,44,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.KSumDoubleVectorAggregateFunction,36,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MaxDateVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MaxDoubleVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MaxIntVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MaxLongVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MaxTimestampVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MinDateVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MinDoubleVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MinIntVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MinLongVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MinTimestampVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.NSumDoubleVectorAggregateFunction,48,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.SumDateVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.SumDoubleVectorAggregateFunction,36,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.SumIntVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.SumLongVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.SumTimestampVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.functions.rnd.RndStringMemory,10,6,(Object)Adapter,2
io.questdb.griffin.engine.groupby.vect.CountVectorAggregateFunction,6,22,State;(Object)Adapter,2
io.questdb.cutlass.http.processors.JsonQueryProcessorState,230,127,State;(Object)Adapter,5
io.questdb.cairo.sql.RecordCursorFactory,45,300,State;Proxy;Decorator;(Object)Adapter,15
io.questdb.cutlass.http.processors.TextQueryProcessorState,36,4,(Object)Adapter,2
io.questdb.cairo.wal.WalWriter,626,431,State;(Object)Adapter,13
io.questdb.cairo.wal.WalWriterEvents,20,1,State;(Object)Adapter,2
io.questdb.cutlass.text.ParallelCsvFileImporter,608,180,State;Proxy;(Object)Adapter,14
io.questdb.std.str.StringSink,9,144,(Object)Adapter,9
io.questdb.cutlass.text.TextMetadataDetector,70,26,State;Proxy;(Object)Adapter,5
io.questdb.cairo.ColumnVersionWriter,10,30,State;(Object)Adapter,2
io.questdb.cairo.TxWriter,68,185,State;(Object)Adapter,4
io.questdb.log.SyncLogger,52,158,State;Decorator;(Object)Adapter,4
io.questdb.std.ThreadLocal,4,7,State;(Object)Adapter,4
io.questdb.log.Logger,52,162,State;Decorator;(Object)Adapter,4
io.questdb.std.IntList,64,480,Proxy;(Object)Adapter,16
io.questdb.griffin.engine.table.BwdTableReaderPageFrameCursor,146,63,State;Decorator;(Object)Adapter,8
io.questdb.griffin.engine.table.FwdTableReaderPageFrameCursor,146,63,State;Decorator;(Object)Adapter,8
io.questdb.griffin.UpdateOperatorImpl,84,7,State;(Object)Adapter,7
io.questdb.griffin.DropIndexOperator,24,1,State;(Object)Adapter,3
io.questdb.cairo.wal.ApplyWal2TableJob,136,10,State;Template Method;(Object)Adapter,8
io.questdb.std.IntLongHashMap,4,8,Template Method;(Object)Adapter,2
io.questdb.griffin.PurgingOperator,28,10,State;(Object)Adapter,4
io.questdb.cairo.sql.VirtualRecord,12,140,Decorator;(Object)Adapter,4
io.questdb.cairo.map.CompactMap,75,35,(Object)Adapter,3
io.questdb.cairo.map.FastMap,61,77,Template Method;(Object)Adapter,3
io.questdb.cairo.sql.async.PageFrameSequence,145,118,State;(Object)Adapter,5
io.questdb.cairo.wal.WalReader,42,39,State;(Object)Adapter,3
io.questdb.griffin.engine.table.FilterOnValuesRecordCursorFactory,48,16,Template Method;(Object)Adapter,4
io.questdb.cutlass.line.udp.CharSequenceCache,0,2,State;(Object)Adapter,2
io.questdb.cutlass.line.udp.LineUdpParserImpl,651,95,State;(Object)Adapter,17
io.questdb.cairo.ptt.IsoDatePartitionFormat,4,4,Decorator;(Object)Adapter,2
io.questdb.cairo.PartitionBy,28,13,State;Decorator;(Object)Adapter,4
io.questdb.cairo.O3PartitionPurgeJob,35,5,State;Template Method;(Object)Adapter,5
io.questdb.log.LogRollingFileWriter,328,82,State;Template Method;(Object)Adapter,8
io.questdb.log.LogAlertSocketWriter,192,115,State;Template Method;(Object)Adapter,6
io.questdb.std.str.Path,45,200,(Object)Adapter,5
io.questdb.cairo.sql.PageAddressCacheRecord,30,90,State;(Object)Adapter,3
io.questdb.cairo.TableReaderSelectedColumnRecord,8,62,(Object)Adapter,2
io.questdb.network.Epoll,14,11,State;(Object)Adapter,2
io.questdb.network.IODispatcherLinux,12,2,Template Method;(Object)Adapter,2
io.questdb.network.Kqueue,18,25,State;(Object)Adapter,2
io.questdb.network.IODispatcherOsx,14,2,Template Method;(Object)Adapter,2
io.questdb.cairo.RebuildColumnBase,50,45,Template Method;Bridge;(Object)Adapter,5
io.questdb.griffin.SqlCompiler,133,63,State;Proxy;(Object)Adapter,7
io.questdb.std.DirectLongList,24,60,State;(Object)Adapter,3
io.questdb.cairo.map.Map,0,217,State;(Object)Adapter,31
io.questdb.griffin.engine.table.LatestByAllSymbolsFilteredRecordCursor,35,20,State;Template Method;(Object)Adapter,5
io.questdb.griffin.engine.table.LatestByAllFilteredRecordCursor,15,14,State;Template Method;(Object)Adapter,5
io.questdb.griffin.engine.table.LatestByAllRecordCursor,6,8,State;Template Method;(Object)Adapter,3
io.questdb.cairo.vm.api.MemoryARW,0,4,(Object)Adapter,4
io.questdb.cairo.vm.MemorySRImpl,21,17,State;(Object)Adapter,3
io.questdb.cairo.SymbolColumnIndexer,18,40,Proxy;(Object)Adapter,3
io.questdb.cutlass.text.CsvFileIndexer,288,51,State;(Object)Adapter,6
io.questdb.std.FilesFacade,36,2412,State;(Object)Adapter,36
io.questdb.cairo.TableToken,20,35,(Object)Adapter,5
io.questdb.std.IntHashSet,4,28,Template Method;(Object)Adapter,2
io.questdb.std.LowerCaseCharSequenceObjHashMap,3,36,Template Method;(Object)Adapter,3
io.questdb.griffin.engine.ops.AlterOperation,137,75,State;(Object)Adapter,9
io.questdb.log.LogAlertSocket,78,39,State;(Object)Adapter,3
io.questdb.cairo.vm.api.MemoryMR,0,3,(Object)Adapter,3
io.questdb.cairo.IndexBuilder,20,9,State;Proxy;Template Method;(Object)Adapter,5
io.questdb.mp.SCSequence,0,35,(Object)Adapter,5
io.questdb.log.LogConsoleWriter,10,5,Template Method;(Object)Adapter,2
io.questdb.log.LogFileWriter,26,15,Template Method;(Object)Adapter,2
io.questdb.mp.Sequence,0,56,State;Bridge;(Object)Adapter,14
io.questdb.mp.AbstractQueueConsumerJob,6,0,Template Method;Bridge;(Object)Adapter,3
io.questdb.log.Log,0,2516,State;Bridge;Decorator;(Object)Adapter,148
io.questdb.cutlass.text.TextMetadataParser,64,8,State;(Object)Adapter,2
io.questdb.cutlass.http.HttpConnectionContext,120,108,State;(Object)Adapter,5
io.questdb.cairo.RecoverVarIndex,3,0,State;Template Method;(Object)Adapter,3
io.questdb.cairo.CairoConfiguration,180,6948,State;Bridge;Decorator;(Object)Adapter,36
io.questdb.std.Rnd,180,840,(Object)Adapter,30
io.questdb.griffin.engine.table.HeapRowCursorFactory,8,8,(Object)Adapter,2
io.questdb.griffin.engine.table.SequentialRowCursorFactory,16,14,Decorator;(Object)Adapter,5
io.questdb.griffin.engine.table.AbstractTreeSetRecordCursorFactory,6,0,Template Method;Bridge;(Object)Adapter,3
io.questdb.griffin.engine.table.DataFrameRecordCursorFactory,48,40,State;Template Method;(Object)Adapter,4
io.questdb.griffin.engine.table.LatestByValueFilteredRecordCursorFactory,6,6,State;Template Method;(Object)Adapter,3
io.questdb.griffin.engine.table.DataFrameRecordCursorImpl,25,37,State;(Object)Adapter,5
io.questdb.griffin.engine.table.FilterOnExcludedValuesRecordCursorFactory,54,15,Template Method;(Object)Adapter,3
io.questdb.griffin.engine.table.SortedSymbolIndexRecordCursorFactory,2,6,Template Method;(Object)Adapter,2
io.questdb.griffin.engine.table.LatestByValueIndexedFilteredRecordCursor,21,15,State;(Object)Adapter,3
io.questdb.griffin.engine.table.LatestByValueIndexedFilteredRecordCursorFactory,4,4,Template Method;(Object)Adapter,2
io.questdb.griffin.engine.table.LatestByValueListRecordCursor,39,21,State;(Object)Adapter,3
io.questdb.griffin.engine.table.LatestByDeferredListValuesFilteredRecordCursorFactory,10,4,Template Method;(Object)Adapter,2
io.questdb.TelemetryJob,12,4,State;Template Method;(Object)Adapter,3
io.questdb.cairo.ColumnPurgeJob,130,15,State;Template Method;(Object)Adapter,5
io.questdb.cairo.wal.WalPurgeJob,133,20,State;Template Method;(Object)Adapter,7
io.questdb.std.ConcurrentHashMap,186,155,Template Method;(Object)Adapter,5
io.questdb.cairo.pool.AbstractMultiTenantPool,60,26,Template Method;Bridge;(Object)Adapter,5
io.questdb.cairo.pool.WriterPool,84,43,State;Template Method;(Object)Adapter,6
io.questdb.griffin.SqlExecutionContext,0,344,State;Bridge;(Object)Adapter,8
io.questdb.griffin.SqlExecutionContextImpl,100,171,State;(Object)Adapter,5
io.questdb.cairo.CairoEngine,237,819,State;Proxy;Template Method;(Object)Adapter,15
io.questdb.cairo.wal.CheckWalTransactionsJob,30,7,State;Template Method;(Object)Adapter,3
io.questdb.cairo.pool.WalWriterPool,2,0,Template Method;(Object)Adapter,2
io.questdb.griffin.engine.table.AbstractDataFrameRecordCursor,16,28,Bridge;Decorator;(Object)Adapter,4
io.questdb.cairo.AbstractTableNameRegistry,6,8,(Object)Adapter,2
io.questdb.cairo.TableNameRegistryFileStore,30,18,State;(Object)Adapter,3
io.questdb.MessageBus,0,480,State;(Object)Adapter,10
io.questdb.cairo.sql.async.PageFrameReduceJob,18,9,State;(Object)Adapter,3
io.questdb.cairo.AbstractIntervalDataFrameCursor,36,17,Bridge;(Object)Adapter,2
io.questdb.griffin.BasePlanSink,16,28,(Object)Adapter,2
io.questdb.cutlass.line.tcp.TableStructureAdapter,18,17,State;(Object)Adapter,2
io.questdb.cairo.BitmapIndexFwdReader,28,11,Decorator;(Object)Adapter,4
io.questdb.griffin.engine.table.HeapRowCursor,12,15,Decorator;(Object)Adapter,6
io.questdb.griffin.engine.table.LatestByValueIndexedRowCursor,5,10,Decorator;(Object)Adapter,5
io.questdb.griffin.engine.table.LatestByValueDeferredIndexedRowCursorFactory,10,8,State;(Object)Adapter,2
io.questdb.griffin.engine.table.DataFrameBwdRowCursor,8,12,Decorator;(Object)Adapter,4
io.questdb.griffin.engine.table.DataFrameRowCursor,8,12,Decorator;(Object)Adapter,4
io.questdb.griffin.engine.table.SortedSymbolIndexRowCursorFactory,23,11,State;Decorator;(Object)Adapter,5
io.questdb.griffin.engine.table.SelectedRecordCursorFactory,16,35,Decorator;(Object)Adapter,5
io.questdb.cutlass.http.processors.TextImportProcessor,69,20,State;(Object)Adapter,3
io.questdb.cairo.vm.api.MemoryMARW,0,4,State;(Object)Adapter,2
io.questdb.cairo.SymbolMapWriter,84,79,State;(Object)Adapter,6
io.questdb.griffin.engine.table.LatestByValuesFilteredRecordCursor,18,9,State;Template Method;(Object)Adapter,3
io.questdb.network.NetworkFacade,0,672,State;Bridge;(Object)Adapter,14
io.questdb.cutlass.line.tcp.PlainTcpLineChannel,16,8,State;Decorator;(Object)Adapter,4
io.questdb.cutlass.line.udp.UdpLineChannel,20,12,State;Decorator;(Object)Adapter,5
io.questdb.cairo.wal.seq.TableSequencerImpl,170,185,State;(Object)Adapter,10
io.questdb.cairo.TableConverter,7,5,State;(Object)Adapter,3
io.questdb.std.CharSequenceObjHashMap,8,44,Template Method;(Object)Adapter,4
io.questdb.cutlass.text.CairoTextWriter,114,80,State;Proxy;(Object)Adapter,5
io.questdb.mp.FanOut,10,14,Decorator;(Object)Adapter,2
io.questdb.cairo.IDGenerator,10,7,State;(Object)Adapter,2
io.questdb.cairo.wal.seq.TableTransactionLog,66,31,State;(Object)Adapter,7
io.questdb.cairo.map.CompactMapValue,12,53,(Object)Adapter,2
io.questdb.std.CharSequenceIntHashMap,8,24,Template Method;(Object)Adapter,2
io.questdb.cairo.BitmapIndexWriter,90,101,State;Proxy;Decorator;(Object)Adapter,9
io.questdb.cairo.frm.file.ContiguousFileFixFrameColumn,40,44,State;(Object)Adapter,4
io.questdb.cairo.frm.file.ContiguousFileVarFrameColumn,48,44,State;(Object)Adapter,4
io.questdb.griffin.engine.ops.OperationFutureImpl,60,29,State;(Object)Adapter,5
io.questdb.cairo.vm.api.MemoryCMR,0,0,(Object)Adapter,2
io.questdb.Metrics,48,34,Proxy;(Object)Adapter,4
io.questdb.cairo.ColumnVersionReader,57,52,State;(Object)Adapter,3
io.questdb.cutlass.line.tcp.SymbolCache,50,21,State;(Object)Adapter,5
io.questdb.griffin.engine.RecordComparator,0,10,State;(Object)Adapter,5
io.questdb.cutlass.line.tcp.LineTcpMeasurementScheduler,126,27,State;(Object)Adapter,6
io.questdb.cutlass.line.tcp.LineTcpNetworkIOJob,44,28,State;(Object)Adapter,4
io.questdb.metrics.VirtualLongGauge,4,12,State;(Object)Adapter,2
io.questdb.cairo.AbstractIndexReader,55,43,Bridge;(Object)Adapter,5
io.questdb.client.Sender,0,24,State;(Object)Adapter,2
io.questdb.griffin.CompiledQueryImpl,84,228,State;Template Method;(Object)Adapter,7
io.questdb.griffin.engine.ops.UpdateOperation,18,24,State;(Object)Adapter,2
io.questdb.cairo.map.MapRecord,0,4,State;(Object)Adapter,2
io.questdb.cairo.map.FastMapRecord,34,56,State;(Object)Adapter,2
io.questdb.griffin.engine.table.SymbolIndexFilteredRowCursor,56,24,State;Decorator;(Object)Adapter,7
io.questdb.std.IOURingImpl,32,10,State;(Object)Adapter,2
io.questdb.griffin.engine.ops.InsertOperationImpl,21,17,State;(Object)Adapter,5
io.questdb.cutlass.line.tcp.auth.EllipticCurveAuthenticator,78,23,State;(Object)Adapter,4
io.questdb.std.datetime.microtime.MicrosecondClock,0,26,State;Bridge;(Object)Adapter,26
io.questdb.cutlass.http.HttpResponseSink,54,26,State;(Object)Adapter,4
io.questdb.std.datetime.millitime.MillisecondClock,0,19,State;Bridge;(Object)Adapter,19
io.questdb.cairo.frm.file.RecycleBin,0,12,State;(Object)Adapter,6
io.questdb.cairo.frm.file.PartitionFrame,63,68,State;(Object)Adapter,7
io.questdb.cairo.RecordSink,0,8,State;(Object)Adapter,8
io.questdb.cairo.sql.RecordMetadata,10,200,State;(Object)Adapter,10
io.questdb.network.EpollFacade,0,24,State;(Object)Adapter,3
io.questdb.network.EventFdSuspendEvent,6,6,State;Template Method;(Object)Adapter,3
io.questdb.cairo.ConcurrentBitmapIndexFwdReader,26,8,Decorator;(Object)Adapter,4
io.questdb.network.KqueueFacade,0,18,State;(Object)Adapter,3
io.questdb.network.PipeSuspendEvent,9,6,State;Template Method;(Object)Adapter,3
io.questdb.std.CharSequenceHashSet,6,34,Template Method;(Object)Adapter,2
io.questdb.metrics.GCMetrics,4,1,Proxy;(Object)Adapter,2
io.questdb.griffin.engine.ops.OperationDispatcher,8,1,Template Method;(Object)Adapter,2
io.questdb.cairo.security.SecurityContextFactory,6,4,State;(Object)Adapter,2
io.questdb.std.AssociativeCache,20,6,State;(Object)Adapter,2
io.questdb.griffin.model.QueryModel,510,773,Proxy;(Object)Adapter,5
io.questdb.cairo.LifecycleManager,0,2,State;(Object)Adapter,2
io.questdb.cairo.frm.FrameColumnPool,0,4,State;(Object)Adapter,2
io.questdb.cairo.vm.api.MemoryR,0,104,State;(Object)Adapter,4
io.questdb.cutlass.pgwire.PgWireUserDatabase,0,2,State;(Object)Adapter,2
io.questdb.tasks.TelemetryTask,10,2,State;(Object)Adapter,2
io.questdb.tasks.TelemetryWalTask,20,2,State;(Object)Adapter,2
io.questdb.metrics.HealthMetricsImpl,2,1,State;(Object)Adapter,2
io.questdb.cairo.TableWriterAPI,0,57,State;(Object)Adapter,3
io.questdb.cairo.sql.NetworkSqlExecutionCircuitBreaker,52,70,State;(Object)Adapter,4
io.questdb.cairo.MemorySerializer,0,4,State;(Object)Adapter,2
io.questdb.cairo.sql.InsertOperation,0,10,State;(Object)Adapter,2
io.questdb.std.datetime.DateFormat,0,42,State;Decorator,14
io.questdb.cairo.ColumnTypes,0,6,State;Decorator,3
io.questdb.cairo.SymbolAsIntTypes,2,4,Decorator,2
io.questdb.cairo.AbstractRecordMetadata,8,26,Decorator,2
io.questdb.cairo.ArrayColumnTypes,2,10,Decorator,2
io.questdb.cairo.SingleColumnType,2,6,Decorator,2
io.questdb.cairo.SymbolAsStrTypes,2,2,Decorator,2
io.questdb.cairo.sql.RowCursor,0,15,State;Decorator,5
io.questdb.cairo.EmptyRowCursor,3,6,Decorator,3
io.questdb.cairo.BitmapIndexBwdNullReader,3,6,Decorator,3
io.questdb.cairo.BitmapIndexFwdNullReader,6,6,Decorator,3
io.questdb.cairo.BitmapIndexBwdReader,15,9,Decorator,3
io.questdb.griffin.engine.join.RecordAsAFieldRecordCursorFactory,5,7,Decorator,2
io.questdb.griffin.engine.orderby.LimitedSizeSortedLightRecordCursor,24,18,State;Decorator,2
