Class,cg-na,cg-npm,Pattern,count
io.questdb.griffin.engine.functions.str.TrimFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.TimestampAddFunctionFactory,27,23,Decorator;Factory Method;State;(Object)Adapter,9
io.questdb.griffin.engine.functions.cast.CastBooleanToByteFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.table.AllTablesFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.LogDoubleFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastByteToIntFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndFloatCFunctionFactory,2,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.date.ExtractFromTimestampFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastIntToDateFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.AvgBooleanGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.DivIntFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.CurrentSchemaFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndTimestampFunctionFactory,4,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.catalogue.PgGetSIExprFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.CountLongGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.ToDateFunctionFactory,11,10,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.catalogue.UserByIdCatalogueFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.AbsIntFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastDoubleToShortFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.eq.EqLong256FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastNullTypeFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastLongToByteFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.CountLong256GroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.catalogue.PgClassFunctionFactory,51,12,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.MulFloatFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.SumDoubleGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastByteToDateFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.eq.EqIntStrCFunctionFactory,2,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.RemIntFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.SubIntFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.rnd.RndLong256NFunctionFactory,4,10,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.eq.EqGeoHashGeoHashFunctionFactory,5,14,Decorator;Factory Method;Template Method,4
io.questdb.griffin.engine.functions.lt.LtCharFunctionFactory,5,12,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.AddLongFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.str.LengthBinFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.table.TableWriterMetricsFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastShortToCharFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastLongToDoubleFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.NegIntFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.PgAttributeFunctionFactory,18,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.MaxFloatGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.RemLongFunctionFactory,2,10,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.PgNamespaceFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.MulDoubleFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToShortFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.PgGetKeywordsFunctionFactory,3,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.catalogue.PgIsInRecoveryFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.bool.InSymbolCursorFunctionFactory,36,51,Decorator;Factory Method;State,9
io.questdb.griffin.engine.functions.math.BitwiseOrLongFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.date.DaysPerMonthFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.str.SubStringFunctionFactory,6,12,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.AbstractEmptyCatalogueFunctionFactory,6,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.LastLongGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.HourOfDayFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.str.SizePrettyFunctionFactory,9,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.NegByteFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.PrefixedAgeFunctionFactory,3,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndBinFunctionFactory,5,13,Decorator;Factory Method;(Object)Adapter,5
io.questdb.griffin.engine.functions.cast.CastLongToTimestampFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.MillisOfSecondFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.DumpMemoryUsageFunctionFactory,6,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastDateToDoubleFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.SwappingArgsFunctionFactory,6,5,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastBooleanToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.eq.EqBooleanCharFunctionFactory,2,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.CosDoubleFunctionFactory,4,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.date.ToTimestampFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.eq.EqDoubleFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndFloatFunctionFactory,4,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.cast.CastStrToShortFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.analytic.RowNumberFunctionFactory,10,19,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.cast.CastTimestampToStrFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.eq.EqSymStrFunctionFactory,1,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToBooleanFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.BitwiseXorIntFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.eq.EqShortFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.str.StrPosCharFunctionFactory,4,11,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.cast.CastBooleanToCharFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.CountDistinctUuidGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastTimestampToCharFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastIntToStrFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.MaxLongGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.analytic.RankFunctionFactory,37,59,Decorator;Factory Method;State;(Object)Adapter,8
io.questdb.griffin.engine.functions.date.PgPostmasterStartTimeFunctionFactory,6,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.conditional.NullIfCharFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.eq.EqStrCharFunctionFactory,4,13,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.test.TestSumStringGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.MaxBooleanGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.conditional.SwitchFunctionFactory,27,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastSymbolToFloatFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.str.StrPosFunctionFactory,4,11,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.rnd.RndGeoHashFunctionFactory,8,18,Decorator;Factory Method;(Object)Adapter,7
io.questdb.griffin.engine.functions.groupby.MinIntGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastCharToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.conditional.NullIfIntFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.rnd.RndByteCCFunctionFactory,3,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.bool.InTimestampStrFunctionFactory,5,11,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.date.ToStrDateFunctionFactory,18,15,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.cast.CastIntToBooleanFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.table.TablePartitionsFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.SumIntGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastDoubleToStrFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.str.ToCharBinFunctionFactory,3,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.eq.EqLong256StrFunctionFactory,9,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.FirstShortGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.SubLongFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.test.TestLatchedCounterFunctionFactory,9,12,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.str.LPadFunctionFactory,8,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.PgAttrDefFunctionFactory,21,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastStrToRegClassFunctionFactory,7,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.str.RTrimFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.bool.OrFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastTimestampToSymbolFunctionFactory,10,24,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.cast.CastDoubleToSymbolFunctionFactory,12,24,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.cast.CastStrToFloatFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.regex.NotMatchStrFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.catalogue.VersionFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.CountDistinctLong256GroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.catalogue.FlushQueryCacheFunctionFactory,7,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToCharFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.FirstDoubleGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.lt.LtDoubleVVFunctionFactory,2,12,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToDoubleFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastIntToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastStrToByteFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.lt.LtLong256FunctionFactory,2,12,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToLong256FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastLongToIntFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastLongToLong256FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastStrToTimestampFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.eq.EqCharCharFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.geohash.GeoHashFromCoordinatesFunctionFactory,9,13,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.eq.EqUuidFunctionFactory,3,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastSymbolToLong256FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.LnDoubleFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.lock.AdvisoryUnlockAll,0,18,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.SqrtDoubleFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastLongToDateFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastDateToLong256FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastIntToShortFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.DumpThreadStacksFunctionFactory,8,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.LastDoubleGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.str.StartsWithStrFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.MinTimestampGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastTimestampToFloatFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.IsTableVisibleCatalogueFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.LastIntGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.CountFloatGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.bool.InStrFunctionFactory,2,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastCharToIntFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.AbsLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.lt.LtIntFunctionFactory,2,12,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.MaxStrGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastDoubleToIntFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.ToTimezoneTimestampFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.HaversineDistDegreeGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastGeoHashToGeoHashFunctionFactory,24,32,Decorator;Factory Method;State;Template Method,14
io.questdb.griffin.engine.functions.cast.CastDoubleToCharFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.date.DayOfMonthFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.date.SystimestampFunctionFactory,5,10,Decorator;Factory Method;State;(Object)Adapter,5
io.questdb.griffin.engine.functions.groupby.FirstSymbolGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.RemFloatFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.eq.EqBooleanFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndCharFunctionFactory,4,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.lt.LtLongFunctionFactory,2,12,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.str.ToUppercaseFunctionFactory,3,10,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.CountStrGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndByteFunctionFactory,6,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.str.ConcatFunctionFactory,3,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.MinDateGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.FirstByteGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.regex.RegexpReplaceStrFunctionFactory,14,12,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.FirstLongGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.DateTruncFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastBooleanToStrFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastSymbolToShortFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.MaxDateGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastStrToSymbolFunctionFactory,8,23,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.rnd.ListFunctionFactory,6,21,Decorator;Factory Method;(Object)Adapter,5
io.questdb.griffin.engine.functions.rnd.RndIntCCFunctionFactory,4,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.table.TouchTableFunctionFactory,16,18,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.str.RPadFunctionFactory,8,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.CountGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndUuidFunctionFactory,1,8,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.cast.CastDateToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastSymbolToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.ToStrTimestampFunctionFactory,16,15,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.math.SubTimestampFunctionFactory,2,10,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.eq.EqBinaryFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.test.TestMatchFunctionFactory,12,15,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastDateToShortFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.CountDistinctLongGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.eq.EqIntFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.FirstDateGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.LastCharGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.CountDoubleGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastByteToFloatFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.SumLong256GroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.bool.BetweenTimestampFunctionFactory,6,12,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.cast.CastDoubleToBooleanFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastShortToLong256FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.AbsShortFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.LastDateGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.Atan2DoubleFunctionFactory,5,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.bool.InSymbolFunctionFactory,8,10,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.LastSymbolGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastDateToStrFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.str.RPadStrFunctionFactory,9,10,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.KSumDoubleGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndDateFunctionFactory,3,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.eq.EqSymCharFunctionFactory,2,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.VarcharCastHelperFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastStrToDateFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.NegLongFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastLongToStrFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.table.ReaderPoolFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.CountDistinctSymbolGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.str.ReplaceStrFunctionFactory,9,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.date.NowFunctionFactory,5,16,Decorator;Factory Method;State;(Object)Adapter,5
io.questdb.griffin.engine.functions.cast.CastStrToIntFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndIntFunctionFactory,4,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.regex.MatchCharFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.MaxIntGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastByteToBooleanFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.RoundDownDoubleFunctionFactory,6,13,Decorator;Factory Method;State,6
io.questdb.griffin.engine.functions.str.LTrimFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndDoubleCCFunctionFactory,2,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.eq.EqLong128FunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastSymbolToCharFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastDateToByteFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.MaxTimestampGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.NegDoubleFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.rnd.RndLongFunctionFactory,4,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.cast.CastBooleanToSymbolFunctionFactory,2,21,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.math.SinDoubleFunctionFactory,4,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.bool.InUuidFunctionFactory,2,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.LastByteGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.DivLongFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.FirstFloatGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.MinBooleanGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastByteToTimestampFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastStrToGeoHashFunctionFactory,3,15,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.str.ToLowercaseFunctionFactory,3,10,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.date.YearFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.TypeOfFunctionFactory,10,8,Decorator;Factory Method;State;(Object)Adapter,5
io.questdb.griffin.engine.functions.math.AcosDoubleFunctionFactory,4,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.PgGetPartKeyDefFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.MinDoubleGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastDoubleToByteFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.conditional.NullIfStrFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastByteToShortFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToShortFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastDateToBooleanFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.RoundHalfEvenDoubleFunctionFactory,12,13,Decorator;Factory Method;State,6
io.questdb.griffin.engine.functions.str.LengthStrFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToDoubleFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.NegFloatFunctionFactory,1,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.rnd.RndLogFunctionFactory,3,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastStrToUuidFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.rnd.RndShortCCFunctionFactory,3,9,Decorator;Factory Method;(Object)Adapter,4
