Class,Patterns,cg-na,cg-npm
io.questdb.griffin.engine.analytic.AnalyticContextImpl,(Object)Adapter,6,8
io.questdb.cairo.CairoEngine,"(Object)Adapter, Template Method, Proxy, State",237,819
io.questdb.cairo.wal.CheckWalTransactionsJob,"(Object)Adapter, Template Method, State",30,7
io.questdb.cairo.pool.WalWriterPool,"(Object)Adapter, Template Method",2,0
io.questdb.cairo.wal.WalWriterMetadata,(Object)Adapter,7,13
io.questdb.griffin.engine.table.AbstractDataFrameRecordCursor,"(Object)Adapter, Decorator, Bridge",16,28
io.questdb.test.griffin.engine.orderby.LimitedSizeLongTreeChainTest,(Object)Adapter,0,0
io.questdb.cairo.AbstractTableNameRegistry,(Object)Adapter,6,8
io.questdb.cairo.TableNameRegistryFileStore,"(Object)Adapter, State",30,18
io.questdb.MessageBus,"(Object)Adapter, State",0,480
io.questdb.cairo.sql.async.PageFrameReduceJob,"(Object)Adapter, State",18,9
io.questdb.test.cutlass.text.SqlExecutionContextStub,(Object)Adapter,0,0
io.questdb.cairo.AbstractFullDataFrameCursor,(Object)Adapter,4,4
io.questdb.cairo.AbstractIntervalDataFrameCursor,"(Object)Adapter, Bridge",36,17
io.questdb.std.ObjStack,(Object)Adapter,6,8
io.questdb.griffin.BasePlanSink,(Object)Adapter,16,28
io.questdb.cutlass.line.tcp.TableStructureAdapter,"(Object)Adapter, State",18,17
io.questdb.cairo.BitmapIndexFwdReader,"(Object)Adapter, Decorator",28,11
io.questdb.std.IntLongPriorityQueue,(Object)Adapter,3,7
io.questdb.griffin.engine.table.HeapRowCursor,"(Object)Adapter, Decorator",12,15
io.questdb.griffin.engine.table.LatestByValueIndexedRowCursor,"(Object)Adapter, Decorator",5,10
io.questdb.griffin.engine.table.LatestByValueDeferredIndexedRowCursorFactory,"(Object)Adapter, State",10,8
io.questdb.griffin.engine.table.LatestByValueIndexedRowCursorFactory,(Object)Adapter,4,3
io.questdb.griffin.engine.table.DataFrameBwdRowCursor,"(Object)Adapter, Decorator",8,12
io.questdb.griffin.engine.table.BwdDataFrameRowCursorFactory,(Object)Adapter,1,2
io.questdb.griffin.engine.table.DataFrameRowCursor,"(Object)Adapter, Decorator",8,12
io.questdb.griffin.engine.table.DataFrameRowCursorFactory,(Object)Adapter,1,2
io.questdb.griffin.engine.table.SortedSymbolIndexRowCursorFactory,"State, (Object)Adapter, Decorator",23,11
io.questdb.griffin.engine.table.SelectedRecordCursorFactory,"(Object)Adapter, Decorator",16,35
io.questdb.cutlass.http.processors.TextImportProcessor,"(Object)Adapter, State",69,20
io.questdb.cairo.vm.api.MemoryMARW,"(Object)Adapter, State",0,4
io.questdb.cairo.SymbolMapWriter,"(Object)Adapter, State",84,79
io.questdb.griffin.engine.table.LatestByValuesFilteredRecordCursor,"(Object)Adapter, Template Method, State",18,9
io.questdb.network.NetworkFacade,"(Object)Adapter, State, Bridge",0,672
io.questdb.cutlass.line.tcp.PlainTcpLineChannel,"State, (Object)Adapter, Decorator",16,8
io.questdb.cutlass.line.udp.UdpLineChannel,"State, (Object)Adapter, Decorator",20,12
io.questdb.cairo.wal.seq.SequencerMetadata,(Object)Adapter,8,17
io.questdb.cairo.wal.seq.TableSequencerImpl,"(Object)Adapter, State",170,185
io.questdb.mp.MCSequence,(Object)Adapter,0,2
io.questdb.mp.MPSequence,(Object)Adapter,1,1
io.questdb.cairo.TableConverter,"(Object)Adapter, State",7,5
io.questdb.std.CharSequenceObjHashMap,"(Object)Adapter, Template Method",8,44
io.questdb.cutlass.text.CairoTextWriter,"(Object)Adapter, Proxy, State",114,80
io.questdb.mp.FanOut,"(Object)Adapter, Decorator",10,14
io.questdb.cairo.vm.api.MemoryCMARW,(Object)Adapter,0,0
io.questdb.cairo.IDGenerator,"(Object)Adapter, State",10,7
io.questdb.cairo.wal.seq.TableTransactionLog,"(Object)Adapter, State",66,31
io.questdb.cairo.map.CompactMapValue,(Object)Adapter,12,53
io.questdb.test.fuzz.FuzzInsertOperation,(Object)Adapter,0,0
io.questdb.std.CharSequenceIntHashMap,"(Object)Adapter, Template Method",8,24
io.questdb.cairo.BitmapIndexWriter,"State, (Object)Adapter, Proxy, Decorator",90,101
io.questdb.cairo.frm.file.ContiguousFileFixFrameColumn,"(Object)Adapter, State",40,44
io.questdb.cairo.frm.file.ContiguousFileVarFrameColumn,"(Object)Adapter, State",48,44
io.questdb.griffin.engine.ops.OperationFutureImpl,"(Object)Adapter, State",60,29
io.questdb.cairo.vm.api.MemoryCMR,(Object)Adapter,0,0
io.questdb.Metrics,"(Object)Adapter, Proxy",48,34
io.questdb.test.cutlass.http.MetricsIODispatcherTest,"(Object)Adapter, State",0,0
io.questdb.cairo.ColumnVersionReader,"(Object)Adapter, State",57,52
io.questdb.cutlass.line.tcp.SymbolCache,"(Object)Adapter, State",50,21
io.questdb.std.ByteCharSequenceIntHashMap,(Object)Adapter,11,15
io.questdb.griffin.engine.RecordComparator,"(Object)Adapter, State",0,10
io.questdb.cairo.vm.api.MemoryMAR,(Object)Adapter,0,2
io.questdb.cutlass.line.tcp.LineTcpMeasurementScheduler,"(Object)Adapter, State",126,27
io.questdb.cutlass.line.tcp.LineTcpNetworkIOJob,"(Object)Adapter, State",44,28
io.questdb.test.cutlass.line.tcp.BaseLineTcpContextTest,"(Object)Adapter, Bridge",0,0
io.questdb.metrics.VirtualLongGauge,"(Object)Adapter, State",4,12
io.questdb.cairo.frm.file.ContiguousFileColumnPool,(Object)Adapter,1,3
io.questdb.cairo.AbstractIndexReader,"(Object)Adapter, Bridge",55,43
io.questdb.client.Sender,"(Object)Adapter, State",0,24
io.questdb.test.cutlass.line.interop.TestInterop,"(Object)Adapter, State",0,0
io.questdb.griffin.CompiledQueryImpl,"(Object)Adapter, Template Method, State",84,228
io.questdb.griffin.engine.ops.UpdateOperation,"(Object)Adapter, State",18,24
io.questdb.test.griffin.RpnBuilder,(Object)Adapter,0,0
io.questdb.cairo.map.CompactMapRecord,(Object)Adapter,6,24
io.questdb.cairo.map.MapRecord,"(Object)Adapter, State",0,4
io.questdb.cairo.map.FastMapRecord,"(Object)Adapter, State",34,56
io.questdb.griffin.engine.table.SymbolIndexFilteredRowCursor,"State, (Object)Adapter, Decorator",56,24
io.questdb.griffin.engine.table.SymbolIndexFilteredRowCursorFactory,(Object)Adapter,2,6
io.questdb.std.IOURingImpl,"(Object)Adapter, State",32,10
io.questdb.griffin.engine.ops.InsertOperationImpl,"(Object)Adapter, State",21,17
io.questdb.cutlass.line.tcp.auth.EllipticCurveAuthenticator,"(Object)Adapter, State",78,23
io.questdb.std.datetime.microtime.MicrosecondClock,"(Object)Adapter, State, Bridge",0,26
io.questdb.cutlass.http.HttpResponseSink,"(Object)Adapter, State",54,26
io.questdb.std.datetime.millitime.MillisecondClock,"(Object)Adapter, State, Bridge",0,19
io.questdb.cairo.frm.file.RecycleBin,"(Object)Adapter, State",0,12
io.questdb.cairo.frm.file.PartitionFrame,"(Object)Adapter, State",63,68
io.questdb.cairo.RecordSink,"(Object)Adapter, State",0,8
io.questdb.cairo.wal.WalEventCursor,(Object)Adapter,9,7
io.questdb.cairo.wal.SymbolMapDiffImpl,(Object)Adapter,8,4
io.questdb.cairo.sql.RecordMetadata,"(Object)Adapter, State",10,200
io.questdb.network.EpollFacade,"(Object)Adapter, State",0,24
io.questdb.network.EventFdSuspendEvent,"(Object)Adapter, Template Method, State",6,6
io.questdb.cairo.ConcurrentBitmapIndexFwdReader,"(Object)Adapter, Decorator",26,8
io.questdb.test.cutlass.pgwire.PGQuerySuspendabilityTest,(Object)Adapter,0,0
io.questdb.network.KqueueFacade,"(Object)Adapter, State",0,18
io.questdb.network.PipeSuspendEvent,"(Object)Adapter, Template Method, State",9,6
io.questdb.test.cairo.pool.ReaderPoolTest,(Object)Adapter,0,0
io.questdb.cairo.vm.MemoryFCRImpl,(Object)Adapter,0,3
io.questdb.cutlass.line.tcp.StaticPublicKeyRepo,(Object)Adapter,2,0
io.questdb.std.CharSequenceHashSet,"(Object)Adapter, Template Method",6,34
io.questdb.metrics.GCMetrics,"(Object)Adapter, Proxy",4,1
io.questdb.griffin.engine.ops.OperationDispatcher,"(Object)Adapter, Template Method",8,1
io.questdb.cutlass.pgwire.ClearTextPgWireAuthenticator,"(Object)Adapter, State",0,0
io.questdb.cairo.security.SecurityContextFactory,"(Object)Adapter, State",6,4
io.questdb.std.AssociativeCache,"(Object)Adapter, State",20,6
io.questdb.griffin.model.QueryModel,"(Object)Adapter, Proxy",510,773
io.questdb.griffin.ExpressionTreeBuilder,(Object)Adapter,3,0
io.questdb.cairo.LifecycleManager,"(Object)Adapter, State",0,2
io.questdb.cairo.frm.FrameColumnPool,"(Object)Adapter, State",0,4
io.questdb.griffin.engine.ops.DoneOperationFuture,(Object)Adapter,1,7
io.questdb.cairo.vm.api.MemoryR,"(Object)Adapter, State",0,104
io.questdb.test.cairo.map.CompactMapTest,"(Object)Adapter, State",0,0
io.questdb.cairo.wal.seq.EmptyOperationCursor,(Object)Adapter,1,5
io.questdb.cutlass.pgwire.PgWireUserDatabase,"(Object)Adapter, State",0,2
io.questdb.tasks.TelemetryTask,"(Object)Adapter, State",10,2
io.questdb.tasks.TelemetryWalTask,"(Object)Adapter, State",20,2
io.questdb.metrics.HealthMetricsImpl,"(Object)Adapter, State",2,1
io.questdb.std.str.DirectCharSequence,(Object)Adapter,3,5
io.questdb.cairo.TableWriterAPI,"(Object)Adapter, State",0,57
io.questdb.cairo.sql.NetworkSqlExecutionCircuitBreaker,"(Object)Adapter, State",52,70
io.questdb.cairo.MemorySerializer,"(Object)Adapter, State",0,4
io.questdb.cairo.sql.InsertOperation,"(Object)Adapter, State",0,10
io.questdb.cairo.AbstractDataFrameCursorFactory,(Object)Adapter,3,4
io.questdb.std.datetime.DateFormat,"State, Decorator",0,42
io.questdb.cairo.ptt.IsoWeekPartitionFormat,Decorator,0,3
io.questdb.cairo.ColumnTypes,"State, Decorator",0,6
io.questdb.cairo.SymbolAsIntTypes,Decorator,2,4
io.questdb.cairo.AbstractRecordMetadata,Decorator,8,26
io.questdb.cairo.ArrayColumnTypes,Decorator,2,10
io.questdb.cairo.SingleColumnType,Decorator,2,6
io.questdb.cairo.SymbolAsStrTypes,Decorator,2,2
io.questdb.cairo.sql.RowCursor,"State, Decorator",0,15
io.questdb.cairo.EmptyRowCursor,Decorator,3,6
io.questdb.cairo.BitmapIndexBwdNullReader,Decorator,3,6
io.questdb.cairo.BitmapIndexFwdNullReader,Decorator,6,6
io.questdb.cairo.BitmapIndexBwdReader,Decorator,15,9
io.questdb.griffin.engine.table.VirtualFunctionDirectSymbolRecordCursor,Decorator,0,0
io.questdb.griffin.engine.groupby.VirtualFunctionSkewedSymbolRecordCursor,Decorator,1,2
io.questdb.griffin.engine.join.RecordAsAFieldRecordCursorFactory,Decorator,5,7
io.questdb.griffin.engine.orderby.LimitedSizeSortedLightRecordCursor,"State, Decorator",24,18
io.questdb.griffin.engine.orderby.SortedLightRecordCursor,"State, Decorator",16,17
io.questdb.griffin.engine.orderby.SortedRecordCursor,"State, Decorator",12,19
io.questdb.test.griffin.CompiledFilterRegressionTest,Decorator,0,0
io.questdb.test.cutlass.text.CairoConfigurationWrapper,Decorator,0,0
io.questdb.cairo.DefaultCairoConfiguration,Decorator,12,182
io.questdb.griffin.SqlCodeGenerator,"State, Decorator",134,62
io.questdb.griffin.engine.table.AsyncFilteredRecordCursorFactory,"State, Decorator",24,15
io.questdb.griffin.engine.table.FilteredRecordCursorFactory,Decorator,3,6
io.questdb.griffin.engine.table.LatestByRecordCursorFactory,"State, Decorator",55,31
io.questdb.griffin.engine.union.AbstractSetRecordCursorFactory,"Template Method, Decorator",10,6
io.questdb.griffin.engine.union.ExceptRecordCursorFactory,"Template Method, Decorator",0,2
io.questdb.griffin.engine.union.UnionRecordCursorFactory,"Template Method, Decorator",0,6
io.questdb.griffin.engine.union.IntersectRecordCursorFactory,"Template Method, Decorator",0,2
io.questdb.griffin.engine.union.UnionAllRecordCursorFactory,"Template Method, Decorator",0,4
io.questdb.griffin.engine.functions.SymbolFunction,Decorator,0,90
io.questdb.griffin.engine.functions.groupby.FirstSymbolGroupByFunction,Decorator,4,25
io.questdb.griffin.engine.functions.groupby.LastSymbolGroupByFunction,Decorator,0,2
io.questdb.griffin.engine.functions.columns.SymbolColumn,"State, Decorator",15,32
io.questdb.griffin.engine.functions.constants.SymbolConstant,Decorator,5,9
io.questdb.griffin.engine.functions.bind.CompiledFilterSymbolBindVariable,"State, Decorator",6,15
io.questdb.griffin.engine.groupby.MapSymbolColumn,"State, Decorator",18,29
io.questdb.griffin.engine.functions.GroupByFunction,Decorator,0,16
io.questdb.griffin.engine.functions.groupby.InterpolationGroupByFunction,Decorator,7,40
io.questdb.griffin.engine.functions.groupby.CountLongConstGroupByFunction,Decorator,1,9
io.questdb.griffin.engine.functions.groupby.AbstractCountGroupByFunction,Decorator,2,8
io.questdb.griffin.engine.table.LatestBySubQueryRecordCursorFactory,"State, Decorator",4,26
io.questdb.cutlass.line.LineChannel,"Decorator, Bridge",0,8
io.questdb.cutlass.line.tcp.DelegatingTlsChannel,"State, Decorator",42,8
io.questdb.mp.Barrier,Decorator,0,8
io.questdb.cairo.sql.PageFrame,"State, Decorator",0,16
io.questdb.test.MetricsTest,"Proxy2, Decorator",0,0
io.questdb.cairo.TxReader,State,39,55
io.questdb.griffin.InsertRowImpl,State,15,5
io.questdb.griffin.RecordToRowCopier,State,0,2
io.questdb.std.Numbers,State,29,75
io.questdb.cutlass.text.SerialCsvFileImporter,State,64,16
io.questdb.mp.Worker,State,45,7
io.questdb.mp.WorkerCleaner,State,0,1
io.questdb.griffin.engine.functions.bind.NamedParameterLinkFunction,State,3,33
io.questdb.griffin.engine.functions.date.OffsetTimestampFunctionFromOffset,State,2,2
io.questdb.griffin.engine.functions.date.OffsetTimestampFunctionFromRules,State,6,4
io.questdb.griffin.engine.functions.eq.UuidEqUtils,State,6,4
io.questdb.griffin.engine.functions.str.TrimFunction,State,4,4
io.questdb.griffin.engine.functions.conditional.BinCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.CaseFunctionPicker,State,0,19
io.questdb.griffin.engine.functions.conditional.BooleanCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.ByteCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.CharCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.DateCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.DoubleCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.FloatCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.GeoByteCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.GeoIntCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.GeoLongCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.GeoShortCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.IntCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.Long128CaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.Long256CaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.LongCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.ShortCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.StrCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.TimestampCaseFunction,State,2,1
io.questdb.griffin.engine.functions.conditional.UuidCaseFunction,State,2,1
io.questdb.cairo.wal.WalEventReader,State,4,1
io.questdb.cairo.VacuumColumnVersions,State,30,2
io.questdb.griffin.DatabaseSnapshotAgent,State,30,11
io.questdb.cairo.ColumnPurgeOperator,State,45,7
io.questdb.cutlass.text.CopyTask,State,91,39
io.questdb.cutlass.pgwire.PGConnectionContext,"Proxy, State",812,210
io.questdb.griffin.FunctionFactoryDescriptor,State,8,11
io.questdb.test.griffin.AbstractO3Test,State,0,0
io.questdb.jit.CompiledFilterIRSerializer,State,72,10
io.questdb.griffin.SqlParser,State,32,1
io.questdb.griffin.engine.join.HashJoinRecordCursorFactory,State,16,8
io.questdb.griffin.engine.join.HashOuterJoinFilteredRecordCursorFactory,State,16,8
io.questdb.griffin.engine.join.HashOuterJoinRecordCursorFactory,State,16,8
io.questdb.griffin.engine.join.HashJoinLightRecordCursorFactory,State,18,8
io.questdb.griffin.engine.join.HashOuterJoinFilteredLightRecordCursorFactory,State,18,8
io.questdb.griffin.engine.join.HashOuterJoinLightRecordCursorFactory,State,18,8
io.questdb.griffin.engine.groupby.SampleByFillNoneRecordCursor,State,18,10
io.questdb.griffin.engine.join.AsOfJoinLightRecordCursorFactory,State,11,3
io.questdb.griffin.engine.join.AsOfJoinRecordCursorFactory,State,24,7
io.questdb.griffin.engine.join.LtJoinLightRecordCursorFactory,State,11,3
io.questdb.griffin.engine.join.LtJoinRecordCursorFactory,State,24,7
io.questdb.griffin.engine.join.SpliceJoinLightRecordCursorFactory,State,22,3
io.questdb.griffin.engine.union.UnionRecordCursor,State,14,8
io.questdb.griffin.engine.orderby.LimitedSizeSortedLightRecordCursorFactory,State,21,18
io.questdb.griffin.engine.functions.GenericRecordCursorFactory,State,2,2
io.questdb.test.jit.CompiledFilterIRSerializerTest,State,0,0
io.questdb.griffin.engine.groupby.GroupByRecordCursorFactory,State,15,6
io.questdb.griffin.engine.groupby.SampleByInterpolateRecordCursorFactory,State,24,8
io.questdb.griffin.engine.union.ExceptCastRecordCursor,State,6,5
io.questdb.griffin.engine.union.ExceptRecordCursor,State,6,7
io.questdb.griffin.engine.union.IntersectCastRecordCursor,State,6,5
io.questdb.griffin.engine.union.IntersectRecordCursor,State,6,7
io.questdb.griffin.engine.groupby.GroupByFunctionsUpdater,"State, Bridge",0,12
io.questdb.griffin.engine.union.UnionAllRecordCursor,State,4,4
io.questdb.griffin.engine.groupby.CountRecordCursorFactory,State,10,8
io.questdb.griffin.engine.groupby.GroupByNotKeyedRecordCursorFactory,State,24,18
io.questdb.griffin.engine.groupby.SampleByFillPrevRecordCursor,State,14,9
io.questdb.griffin.engine.groupby.SampleByFillValueRecordCursor,State,16,9
io.questdb.cutlass.line.tcp.TableUpdateDetails,State,62,38
io.questdb.cairo.sql.TableRecordMetadata,State,0,6
io.questdb.cairo.TableStructure,State,0,30
io.questdb.cutlass.text.types.InputFormatConfiguration,State,30,11
io.questdb.cutlass.line.tcp.LineTcpMeasurementEvent,State,22,16
io.questdb.Telemetry,State,18,10
io.questdb.cutlass.line.tcp.LineTcpParser,State,52,12
io.questdb.cutlass.line.tcp.IOTableUpdateDetailsPool,State,7,3
io.questdb.Bootstrap,State,33,27
io.questdb.TelemetryConfigLogger,State,16,2
io.questdb.cairo.DebugUtils,State,1,1
io.questdb.cairo.O3Utils,State,1,1
io.questdb.cairo.TableUtils,State,82,77
io.questdb.cairo.mig.EngineMigration,State,2,0
io.questdb.cairo.mig.Mig607,State,6,1
io.questdb.cairo.mig.Mig609,State,3,0
io.questdb.cairo.mig.Mig614,State,3,0
io.questdb.cairo.mig.Mig620,State,31,0
io.questdb.cairo.mig.Mig702,State,12,1
io.questdb.cutlass.http.processors.QueryCache,State,10,11
io.questdb.cutlass.text.TextDelimiterScanner,State,11,1
io.questdb.std.BytecodeAssembler,State,49,100
io.questdb.test.TestListener,State,0,0
io.questdb.test.cutlass.http.SendAndReceiveRequestBuilder,State,0,0
io.questdb.test.log.MockAlertTarget,State,0,0
io.questdb.std.datetime.microtime.TimestampFormatUtils,State,36,27
io.questdb.std.datetime.millitime.DateFormatUtils,State,15,20
io.questdb.griffin.SqlUtil,State,6,40
io.questdb.cutlass.pgwire.PGWireServer,State,5,2
io.questdb.network.IODispatcher,State,36,12
io.questdb.test.griffin.engine.AbstractFunctionFactoryTest,"Template Method, State",0,0
io.questdb.cairo.map.RecordValueSink,State,0,2
io.questdb.cairo.TableReaderMetadata,State,28,28
io.questdb.cairo.TxnScoreboard,State,12,18
io.questdb.test.mp.ConcurrentTest,State,0,0
io.questdb.test.mp.OneToOnePerformanceTest,State,0,0
io.questdb.test.mp.WorkerPoolOneToThreePerformanceTest,State,0,0
io.questdb.test.cairo.CairoTestConfiguration,State,0,0
io.questdb.test.cairo.ConfigurationOverrides,State,0,0
io.questdb.cutlass.http.WaitProcessor,"Template Method, State",30,10
io.questdb.cutlass.line.tcp.LineTcpWriterJob,State,33,5
io.questdb.cairo.DynamicTableReaderMetadata,State,18,24
io.questdb.cutlass.text.TextLoader,"Proxy, State",120,143
io.questdb.griffin.FunctionParser,State,36,18
io.questdb.std.ObjectPool,State,10,4
io.questdb.griffin.CharacterStore,State,6,8
io.questdb.std.MemoryPages,"Proxy, State",16,16
io.questdb.cutlass.line.tcp.LineTcpConnectionContext,State,125,34
io.questdb.cairo.vm.MemoryCARWImpl,State,6,14
io.questdb.cairo.vm.MemoryCMARWImpl,State,7,20
io.questdb.cairo.vm.MemoryCMORImpl,State,3,8
io.questdb.cairo.vm.MemoryCMRImpl,State,3,5
io.questdb.test.cairo.LogRecordSinkAdapter,State,0,0
io.questdb.log.LogRecord,State,0,23
io.questdb.griffin.engine.table.ShowPartitionsRecordCursorFactory,State,18,4
io.questdb.cairo.O3CopyJob,"Template Method, State",2,2
io.questdb.cairo.O3OpenColumnJob,"Template Method, State",12,8
io.questdb.cairo.O3PartitionJob,"Template Method, State",2,2
io.questdb.ServerConfiguration,State,0,11
io.questdb.griffin.engine.table.AsyncJitFilteredRecordCursorFactory,State,12,7
io.questdb.griffin.engine.table.DeferredSingleSymbolFilterDataFrameRecordCursorFactory,State,5,4
io.questdb.std.ReadOnlyObjList,State,0,6
io.questdb.griffin.engine.table.LatestByValueFilteredRecordCursor,State,14,12
io.questdb.griffin.engine.table.LatestByValuesIndexedFilteredRecordCursor,State,22,10
io.questdb.cutlass.text.TextConfiguration,State,0,14
io.questdb.cutlass.line.udp.LineUdpLexer,State,17,4
io.questdb.cutlass.line.udp.LineUdpParser,State,9,3
io.questdb.cairo.wal.seq.TableSequencerAPI,State,16,39
io.questdb.griffin.engine.functions.bind.BinBindVariable,State,1,4
io.questdb.std.BinarySequence,State,0,3
io.questdb.cairo.TableNameRegistry,State,1,16
io.questdb.cutlass.http.HttpContextConfiguration,State,0,15
io.questdb.griffin.engine.groupby.vect.GroupByNotKeyedVectorRecordCursorFactory,State,18,18
io.questdb.griffin.engine.join.NestedLoopLeftJoinRecordCursorFactory,State,5,3
io.questdb.cairo.vm.MemoryPMARImpl,State,14,19
io.questdb.griffin.engine.table.LatestByAllIndexedRecordCursor,State,28,10
io.questdb.griffin.engine.table.LatestByValueRecordCursor,State,6,5
io.questdb.griffin.engine.table.LatestByValuesIndexedRecordCursor,State,9,5
io.questdb.cutlass.text.types.DateAdapter,State,2,5
io.questdb.cutlass.text.types.DateUtf8Adapter,State,3,3
io.questdb.cutlass.text.types.TimestampAdapter,State,2,3
io.questdb.cutlass.http.processors.JsonQueryProcessor,State,36,17
io.questdb.cutlass.http.processors.JsonQueryProcessorConfiguration,State,0,16
io.questdb.cutlass.http.processors.TextQueryProcessor,State,30,15
io.questdb.cairo.sql.DataFrame,State,0,4
io.questdb.cutlass.line.tcp.LineTcpReceiverConfiguration,"State, Bridge",0,96
io.questdb.tasks.LatestByTask,State,16,1
io.questdb.mp.CountDownLatchSPI,State,0,1
io.questdb.cutlass.line.tcp.NetworkIOJob,State,0,6
io.questdb.cutlass.text.types.OtherToTimestampAdapter,State,1,5
io.questdb.cutlass.text.types.TimestampCompatibleAdapter,State,0,1
io.questdb.cairo.TableWriterMetrics,State,5,3
io.questdb.cairo.wal.WalMetrics,State,12,1
io.questdb.cutlass.http.processors.JsonQueryMetrics,State,3,3
io.questdb.cutlass.http.processors.StaticContentProcessor,State,18,4
io.questdb.griffin.engine.groupby.SampleByFirstLastRecordCursorFactory,State,103,30
io.questdb.cutlass.pgwire.PgWireAuthenticator,State,0,0
io.questdb.test.AbstractTest,State,0,0
io.questdb.test.cutlass.line.tcp.AbstractLineTcpReceiverTest,State,0,0
io.questdb.std.ObjectFactory,State,0,4
io.questdb.cairo.sql.SqlExecutionCircuitBreakerConfiguration,State,0,7
io.questdb.cutlass.line.udp.LineUdpReceiverConfiguration,"State, Bridge",0,60
io.questdb.std.WeakSelfReturningObjectPool,"Template Method, State",2,0
io.questdb.std.SelfReturningObjectFactory,State,0,1
io.questdb.cairo.sql.SingleSymbolFilter,State,0,2
io.questdb.cutlass.http.processors.PrometheusMetricsProcessor,State,2,0
io.questdb.metrics.Scrapable,"Proxy, State",0,2
io.questdb.cairo.sql.AsyncWriterCommand,State,0,12
io.questdb.std.Unsafe,State,16,25
io.questdb.TelemetryConfiguration,State,0,4
io.questdb.cairo.vm.api.MemoryMAT,State,0,4
io.questdb.cairo.sql.ExecutionCircuitBreaker,State,0,2
io.questdb.griffin.engine.table.DeferredSymbolIndexFilteredRowCursorFactory,State,4,6
io.questdb.griffin.engine.table.DeferredSymbolIndexRowCursorFactory,State,5,6
io.questdb.griffin.PlanSink,State,0,74
io.questdb.std.RostiAllocFacade,State,0,6
io.questdb.cairo.sql.RowCursorFactory,State,0,7
io.questdb.cairo.vm.MemoryPARWImpl,State,23,92
io.questdb.BuildInformation,State,0,3
io.questdb.griffin.engine.ops.CopyFactory,State,14,2
io.questdb.metrics.HealthMetrics,State,0,2
io.questdb.std.WeakClosableObjectPool,"Template Method, State",2,4
io.questdb.std.WeakMutableObjectPool,"Template Method, State",2,4
io.questdb.ServerMain,State,8,10
io.questdb.cairo.IndexFrameCursor,State,0,1
io.questdb.cairo.TableNameRegistryRO,State,7,6
io.questdb.cairo.wal.WalInitializer,State,0,1
io.questdb.cairo.pool.ReaderPool,"Template Method, State",6,7
io.questdb.cairo.IntervalBwdDataFrameCursor,State,1,1
io.questdb.cutlass.auth.PublicKeyRepo,State,0,1
io.questdb.std.NanosecondClock,State,0,2
io.questdb.cutlass.line.LineProtoTimestampAdapter,State,0,2
io.questdb.network.IODispatcherWindows,"Template Method, State",12,2
io.questdb.network.SelectFacade,State,0,1
io.questdb.std.datetime.TimeZoneRules,State,0,4
io.questdb.griffin.engine.functions.date.TimestampFloorFunctions,"Template Method, Bridge",10,16
io.questdb.griffin.engine.groupby.AbstractNoRecordSampleByCursor,Bridge,42,16
io.questdb.cutlass.line.udp.AbstractLineProtoUdpReceiver,"Template Method, Bridge",44,5
io.questdb.network.IODispatcherConfiguration,Bridge,2,22
io.questdb.test.AbstractCairoTest,Bridge,0,0
io.questdb.griffin.engine.table.AbstractDataFrameRecordCursorFactory,"Template Method, Bridge",2,2
io.questdb.cairo.sql.DataFrameCursorFactory,Bridge,3,8
io.questdb.griffin.engine.groupby.AbstractSampleByCursor,Bridge,11,1
io.questdb.network.IOContextFactory,Bridge,0,2
io.questdb.cutlass.line.AbstractLineSender,Bridge,14,26
io.questdb.test.AbstractGriffinTest,Bridge,0,0
io.questdb.cairo.pool.AbstractPool,"Template Method, Bridge",20,11
io.questdb.test.cutlass.line.udp.LineUdpInsertTest,Bridge,0,0
io.questdb.WorkerPoolManager,Bridge,5,2
io.questdb.network.SuspendEvent,Template Method,3,8
io.questdb.network.AtomicSuspendEvent,Template Method,1,4
io.questdb.std.AbstractLowerCaseAsciiCharSequenceHashSet,Template Method,7,10
io.questdb.std.LowerCaseAsciiCharSequenceIntHashMap,Template Method,3,6
io.questdb.std.LowerCaseAsciiCharSequenceObjHashMap,Template Method,2,8
io.questdb.std.LowerCaseAsciiCharSequenceHashSet,Template Method,1,3
io.questdb.std.WeakObjectPoolBase,Template Method,3,2
io.questdb.std.AbstractLowerCaseCharSequenceHashMap,Template Method,2,10
io.questdb.std.LowerCaseCharSequenceIntHashMap,Template Method,3,9
