Class,Patterns,cg-na,cg-npm
io.questdb.griffin.engine.functions.str.StrPosCharFunctionFactory,Factory Method,4,11
io.questdb.griffin.engine.functions.str.StrPosCharFunctionFactory,Decorator,4,11
io.questdb.griffin.engine.functions.cast.CastBooleanToCharFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastBooleanToCharFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastBooleanToCharFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.groupby.CountDistinctUuidGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.CountDistinctUuidGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastTimestampToCharFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastTimestampToCharFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastTimestampToCharFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.cast.CastIntToStrFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastIntToStrFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.groupby.MaxLongGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MaxLongGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.analytic.RankFunctionFactory,State,37,59
io.questdb.griffin.engine.functions.analytic.RankFunctionFactory,(Object)Adapter,37,59
io.questdb.griffin.engine.functions.analytic.RankFunctionFactory,Factory Method,37,59
io.questdb.griffin.engine.functions.analytic.RankFunctionFactory,Decorator,37,59
io.questdb.griffin.engine.functions.date.PgPostmasterStartTimeFunctionFactory,Factory Method,6,6
io.questdb.griffin.engine.functions.date.PgPostmasterStartTimeFunctionFactory,Decorator,6,6
io.questdb.griffin.engine.functions.conditional.NullIfCharFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.conditional.NullIfCharFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.conditional.NullIfCharFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.eq.EqStrCharFunctionFactory,State,4,13
io.questdb.griffin.engine.functions.eq.EqStrCharFunctionFactory,Factory Method,4,13
io.questdb.griffin.engine.functions.eq.EqStrCharFunctionFactory,Decorator,4,13
io.questdb.griffin.engine.functions.test.TestSumStringGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.test.TestSumStringGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.groupby.MaxBooleanGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MaxBooleanGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.conditional.SwitchFunctionFactory,Factory Method,27,6
io.questdb.griffin.engine.functions.conditional.SwitchFunctionFactory,Decorator,27,6
io.questdb.griffin.engine.functions.cast.CastSymbolToFloatFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastSymbolToFloatFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastSymbolToFloatFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.str.StrPosFunctionFactory,State,4,11
io.questdb.griffin.engine.functions.str.StrPosFunctionFactory,Factory Method,4,11
io.questdb.griffin.engine.functions.str.StrPosFunctionFactory,Decorator,4,11
io.questdb.griffin.engine.functions.rnd.RndGeoHashFunctionFactory,(Object)Adapter,8,18
io.questdb.griffin.engine.functions.rnd.RndGeoHashFunctionFactory,Factory Method,8,18
io.questdb.griffin.engine.functions.rnd.RndGeoHashFunctionFactory,Decorator,8,18
io.questdb.griffin.engine.functions.groupby.MinIntGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MinIntGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastCharToLongFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastCharToLongFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.conditional.NullIfIntFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.conditional.NullIfIntFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.conditional.NullIfIntFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.rnd.RndByteCCFunctionFactory,(Object)Adapter,3,9
io.questdb.griffin.engine.functions.rnd.RndByteCCFunctionFactory,Factory Method,3,9
io.questdb.griffin.engine.functions.rnd.RndByteCCFunctionFactory,Decorator,3,9
io.questdb.griffin.engine.functions.bool.InTimestampStrFunctionFactory,State,5,11
io.questdb.griffin.engine.functions.bool.InTimestampStrFunctionFactory,Factory Method,5,11
io.questdb.griffin.engine.functions.bool.InTimestampStrFunctionFactory,Decorator,5,11
io.questdb.griffin.engine.functions.date.ToStrDateFunctionFactory,State,18,15
io.questdb.griffin.engine.functions.date.ToStrDateFunctionFactory,Factory Method,18,15
io.questdb.griffin.engine.functions.date.ToStrDateFunctionFactory,Decorator,18,15
io.questdb.griffin.engine.functions.cast.CastIntToBooleanFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastIntToBooleanFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.table.TablePartitionsFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.table.TablePartitionsFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.groupby.SumIntGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.SumIntGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastDoubleToStrFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastDoubleToStrFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.str.ToCharBinFunctionFactory,State,3,9
io.questdb.griffin.engine.functions.str.ToCharBinFunctionFactory,Factory Method,3,9
io.questdb.griffin.engine.functions.str.ToCharBinFunctionFactory,Decorator,3,9
io.questdb.griffin.engine.functions.eq.EqLong256StrFunctionFactory,State,9,11
io.questdb.griffin.engine.functions.eq.EqLong256StrFunctionFactory,Factory Method,9,11
io.questdb.griffin.engine.functions.eq.EqLong256StrFunctionFactory,Decorator,9,11
io.questdb.griffin.engine.functions.groupby.FirstShortGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.FirstShortGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.math.SubLongFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.math.SubLongFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.math.SubLongFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.test.TestLatchedCounterFunctionFactory,Factory Method,9,12
io.questdb.griffin.engine.functions.test.TestLatchedCounterFunctionFactory,Decorator,9,12
io.questdb.griffin.engine.functions.str.LPadFunctionFactory,State,8,9
io.questdb.griffin.engine.functions.str.LPadFunctionFactory,Factory Method,8,9
io.questdb.griffin.engine.functions.str.LPadFunctionFactory,Decorator,8,9
io.questdb.griffin.engine.functions.catalogue.PgAttrDefFunctionFactory,State,21,11
io.questdb.griffin.engine.functions.catalogue.PgAttrDefFunctionFactory,Factory Method,21,11
io.questdb.griffin.engine.functions.catalogue.PgAttrDefFunctionFactory,Decorator,21,11
io.questdb.griffin.engine.functions.cast.CastStrToRegClassFunctionFactory,State,7,8
io.questdb.griffin.engine.functions.cast.CastStrToRegClassFunctionFactory,Factory Method,7,8
io.questdb.griffin.engine.functions.cast.CastStrToRegClassFunctionFactory,Decorator,7,8
io.questdb.griffin.engine.functions.str.RTrimFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.str.RTrimFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.bool.OrFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.bool.OrFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.bool.OrFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.cast.CastTimestampToSymbolFunctionFactory,State,10,24
io.questdb.griffin.engine.functions.cast.CastTimestampToSymbolFunctionFactory,Factory Method,10,24
io.questdb.griffin.engine.functions.cast.CastTimestampToSymbolFunctionFactory,Decorator,10,24
io.questdb.griffin.engine.functions.cast.CastDoubleToSymbolFunctionFactory,State,12,24
io.questdb.griffin.engine.functions.cast.CastDoubleToSymbolFunctionFactory,Factory Method,12,24
io.questdb.griffin.engine.functions.cast.CastDoubleToSymbolFunctionFactory,Decorator,12,24
io.questdb.griffin.engine.functions.cast.CastStrToFloatFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastStrToFloatFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastStrToFloatFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.regex.NotMatchStrFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.regex.NotMatchStrFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.catalogue.VersionFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.catalogue.VersionFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.groupby.CountDistinctLong256GroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.CountDistinctLong256GroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.catalogue.FlushQueryCacheFunctionFactory,State,7,8
io.questdb.griffin.engine.functions.catalogue.FlushQueryCacheFunctionFactory,Factory Method,7,8
io.questdb.griffin.engine.functions.catalogue.FlushQueryCacheFunctionFactory,Decorator,7,8
io.questdb.griffin.engine.functions.cast.CastFloatToCharFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastFloatToCharFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastFloatToCharFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.groupby.FirstDoubleGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.FirstDoubleGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.lt.LtDoubleVVFunctionFactory,State,2,12
io.questdb.griffin.engine.functions.lt.LtDoubleVVFunctionFactory,Factory Method,2,12
io.questdb.griffin.engine.functions.lt.LtDoubleVVFunctionFactory,Decorator,2,12
io.questdb.griffin.engine.functions.cast.CastFloatToDoubleFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastFloatToDoubleFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastFloatToDoubleFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.cast.CastIntToLongFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastIntToLongFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastStrToByteFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastStrToByteFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastStrToByteFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.lt.LtLong256FunctionFactory,State,2,12
io.questdb.griffin.engine.functions.lt.LtLong256FunctionFactory,Factory Method,2,12
io.questdb.griffin.engine.functions.lt.LtLong256FunctionFactory,Decorator,2,12
io.questdb.griffin.engine.functions.cast.CastBooleanToLong256FunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastBooleanToLong256FunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastLongToIntFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastLongToIntFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastLongToLong256FunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastLongToLong256FunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastStrToTimestampFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastStrToTimestampFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.eq.EqCharCharFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.eq.EqCharCharFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.geohash.GeoHashFromCoordinatesFunctionFactory,State,9,13
io.questdb.griffin.engine.functions.geohash.GeoHashFromCoordinatesFunctionFactory,Factory Method,9,13
io.questdb.griffin.engine.functions.geohash.GeoHashFromCoordinatesFunctionFactory,Decorator,9,13
io.questdb.griffin.engine.functions.eq.EqUuidFunctionFactory,State,3,11
io.questdb.griffin.engine.functions.eq.EqUuidFunctionFactory,Factory Method,3,11
io.questdb.griffin.engine.functions.eq.EqUuidFunctionFactory,Decorator,3,11
io.questdb.griffin.engine.functions.cast.CastSymbolToLong256FunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastSymbolToLong256FunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.math.LnDoubleFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.math.LnDoubleFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.math.LnDoubleFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.lock.AdvisoryUnlockAll,Factory Method,0,18
io.questdb.griffin.engine.functions.lock.AdvisoryUnlockAll,Decorator,0,18
io.questdb.griffin.engine.functions.math.SqrtDoubleFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.math.SqrtDoubleFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.math.SqrtDoubleFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.cast.CastLongToDateFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastLongToDateFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastLongToDateFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.cast.CastDateToLong256FunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastDateToLong256FunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastIntToShortFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastIntToShortFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastIntToShortFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.catalogue.DumpThreadStacksFunctionFactory,State,8,11
io.questdb.griffin.engine.functions.catalogue.DumpThreadStacksFunctionFactory,Factory Method,8,11
io.questdb.griffin.engine.functions.catalogue.DumpThreadStacksFunctionFactory,Decorator,8,11
io.questdb.griffin.engine.functions.groupby.LastDoubleGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.LastDoubleGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.str.StartsWithStrFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.str.StartsWithStrFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.str.StartsWithStrFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.groupby.MinTimestampGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MinTimestampGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastTimestampToFloatFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastTimestampToFloatFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastTimestampToFloatFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.catalogue.IsTableVisibleCatalogueFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.catalogue.IsTableVisibleCatalogueFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.groupby.LastIntGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.LastIntGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.groupby.CountFloatGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.CountFloatGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.bool.InStrFunctionFactory,State,2,8
io.questdb.griffin.engine.functions.bool.InStrFunctionFactory,Factory Method,2,8
io.questdb.griffin.engine.functions.bool.InStrFunctionFactory,Decorator,2,8
io.questdb.griffin.engine.functions.cast.CastCharToIntFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastCharToIntFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.math.AbsLongFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.math.AbsLongFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.lt.LtIntFunctionFactory,State,2,12
io.questdb.griffin.engine.functions.lt.LtIntFunctionFactory,Factory Method,2,12
io.questdb.griffin.engine.functions.lt.LtIntFunctionFactory,Decorator,2,12
io.questdb.griffin.engine.functions.groupby.MaxStrGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MaxStrGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastDoubleToIntFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastDoubleToIntFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.date.ToTimezoneTimestampFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.date.ToTimezoneTimestampFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.date.ToTimezoneTimestampFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.groupby.HaversineDistDegreeGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.HaversineDistDegreeGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastGeoHashToGeoHashFunctionFactory,State,24,32
io.questdb.griffin.engine.functions.cast.CastGeoHashToGeoHashFunctionFactory,Template Method,24,32
io.questdb.griffin.engine.functions.cast.CastGeoHashToGeoHashFunctionFactory,Factory Method,24,32
io.questdb.griffin.engine.functions.cast.CastGeoHashToGeoHashFunctionFactory,Decorator,24,32
io.questdb.griffin.engine.functions.cast.CastDoubleToCharFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastDoubleToCharFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastDoubleToCharFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.date.DayOfMonthFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.date.DayOfMonthFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.date.DayOfMonthFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.date.SystimestampFunctionFactory,State,5,10
io.questdb.griffin.engine.functions.date.SystimestampFunctionFactory,(Object)Adapter,5,10
io.questdb.griffin.engine.functions.date.SystimestampFunctionFactory,Factory Method,5,10
io.questdb.griffin.engine.functions.date.SystimestampFunctionFactory,Decorator,5,10
io.questdb.griffin.engine.functions.groupby.FirstSymbolGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.FirstSymbolGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.math.RemFloatFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.math.RemFloatFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.math.RemFloatFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.eq.EqBooleanFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.eq.EqBooleanFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.rnd.RndCharFunctionFactory,(Object)Adapter,4,9
io.questdb.griffin.engine.functions.rnd.RndCharFunctionFactory,Factory Method,4,9
io.questdb.griffin.engine.functions.rnd.RndCharFunctionFactory,Decorator,4,9
io.questdb.griffin.engine.functions.lt.LtLongFunctionFactory,State,2,12
io.questdb.griffin.engine.functions.lt.LtLongFunctionFactory,Factory Method,2,12
io.questdb.griffin.engine.functions.lt.LtLongFunctionFactory,Decorator,2,12
io.questdb.griffin.engine.functions.str.ToUppercaseFunctionFactory,State,3,10
io.questdb.griffin.engine.functions.str.ToUppercaseFunctionFactory,Factory Method,3,10
io.questdb.griffin.engine.functions.str.ToUppercaseFunctionFactory,Decorator,3,10
io.questdb.griffin.engine.functions.groupby.CountStrGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.CountStrGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.rnd.RndByteFunctionFactory,(Object)Adapter,6,9
io.questdb.griffin.engine.functions.rnd.RndByteFunctionFactory,Factory Method,6,9
io.questdb.griffin.engine.functions.rnd.RndByteFunctionFactory,Decorator,6,9
io.questdb.griffin.engine.functions.str.ConcatFunctionFactory,Factory Method,3,6
io.questdb.griffin.engine.functions.str.ConcatFunctionFactory,Decorator,3,6
io.questdb.griffin.engine.functions.groupby.MinDateGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MinDateGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.groupby.FirstByteGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.FirstByteGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.regex.RegexpReplaceStrFunctionFactory,State,14,12
io.questdb.griffin.engine.functions.regex.RegexpReplaceStrFunctionFactory,Factory Method,14,12
io.questdb.griffin.engine.functions.regex.RegexpReplaceStrFunctionFactory,Decorator,14,12
io.questdb.griffin.engine.functions.groupby.FirstLongGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.FirstLongGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.date.DateTruncFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.date.DateTruncFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastBooleanToStrFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastBooleanToStrFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastSymbolToShortFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastSymbolToShortFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastSymbolToShortFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.groupby.MaxDateGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MaxDateGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastStrToSymbolFunctionFactory,State,8,23
io.questdb.griffin.engine.functions.cast.CastStrToSymbolFunctionFactory,Factory Method,8,23
io.questdb.griffin.engine.functions.cast.CastStrToSymbolFunctionFactory,Decorator,8,23
io.questdb.griffin.engine.functions.rnd.ListFunctionFactory,(Object)Adapter,6,21
io.questdb.griffin.engine.functions.rnd.ListFunctionFactory,Factory Method,6,21
io.questdb.griffin.engine.functions.rnd.ListFunctionFactory,Decorator,6,21
io.questdb.griffin.engine.functions.rnd.RndIntCCFunctionFactory,(Object)Adapter,4,9
io.questdb.griffin.engine.functions.rnd.RndIntCCFunctionFactory,Factory Method,4,9
io.questdb.griffin.engine.functions.rnd.RndIntCCFunctionFactory,Decorator,4,9
io.questdb.griffin.engine.functions.table.TouchTableFunctionFactory,State,16,18
io.questdb.griffin.engine.functions.table.TouchTableFunctionFactory,Factory Method,16,18
io.questdb.griffin.engine.functions.table.TouchTableFunctionFactory,Decorator,16,18
io.questdb.griffin.engine.functions.str.RPadFunctionFactory,State,8,9
io.questdb.griffin.engine.functions.str.RPadFunctionFactory,Factory Method,8,9
io.questdb.griffin.engine.functions.str.RPadFunctionFactory,Decorator,8,9
io.questdb.griffin.engine.functions.groupby.CountGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.CountGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.rnd.RndUuidFunctionFactory,(Object)Adapter,1,8
io.questdb.griffin.engine.functions.rnd.RndUuidFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.rnd.RndUuidFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.cast.CastDateToLongFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastDateToLongFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastSymbolToLongFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastSymbolToLongFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.date.ToStrTimestampFunctionFactory,State,16,15
io.questdb.griffin.engine.functions.date.ToStrTimestampFunctionFactory,Factory Method,16,15
io.questdb.griffin.engine.functions.date.ToStrTimestampFunctionFactory,Decorator,16,15
io.questdb.griffin.engine.functions.math.SubTimestampFunctionFactory,State,2,10
io.questdb.griffin.engine.functions.math.SubTimestampFunctionFactory,Factory Method,2,10
io.questdb.griffin.engine.functions.math.SubTimestampFunctionFactory,Decorator,2,10
io.questdb.griffin.engine.functions.eq.EqBinaryFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.eq.EqBinaryFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.test.TestMatchFunctionFactory,Factory Method,12,15
io.questdb.griffin.engine.functions.test.TestMatchFunctionFactory,Decorator,12,15
io.questdb.griffin.engine.functions.cast.CastDateToShortFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastDateToShortFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastDateToShortFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.groupby.CountDistinctLongGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.CountDistinctLongGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.eq.EqIntFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.eq.EqIntFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.groupby.FirstDateGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.FirstDateGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.groupby.LastCharGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.LastCharGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.groupby.CountDoubleGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.CountDoubleGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastByteToFloatFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastByteToFloatFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastByteToFloatFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.groupby.SumLong256GroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.SumLong256GroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.bool.BetweenTimestampFunctionFactory,State,6,12
io.questdb.griffin.engine.functions.bool.BetweenTimestampFunctionFactory,Factory Method,6,12
io.questdb.griffin.engine.functions.bool.BetweenTimestampFunctionFactory,Decorator,6,12
io.questdb.griffin.engine.functions.cast.CastDoubleToBooleanFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastDoubleToBooleanFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastShortToLong256FunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastShortToLong256FunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.math.AbsShortFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.math.AbsShortFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.math.AbsShortFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.groupby.LastDateGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.LastDateGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.math.Atan2DoubleFunctionFactory,State,5,7
